plane,angle_deg,kx,ky,kz,q,A_proj,force_factor
XY,140,-0.766044,0.642788,0,0.438184,79484.1,114313
XZ,140,-0.766044,0,0.642788,0.337475,65709.2,87884.5
YZ,140,0,-0.766044,0.642788,0.921391,25101.9,48230.6
XY,140.5,-0.771625,0.636078,0,0.43589,79720.7,114470
XZ,140.5,-0.771625,0,0.636078,0.336388,66089.6,88321.3
YZ,140.5,0,-0.771625,0.636078,0.921432,25186.5,48394.1
XY,141,-0.777146,0.62932,0,0.433614,79951.2,114619
XZ,141,-0.777146,0,0.62932,0.33532,66464.9,88751.9
YZ,141,0,-0.777146,0.62932,0.92147,25269.1,48553.8
XY,141.5,-0.782608,0.622515,0,0.431357,80175.6,114760
XZ,141.5,-0.782608,0,0.622515,0.334271,66835.1,89176.2
YZ,141.5,0,-0.782608,0.622515,0.921503,25349.8,48709.7
XY,142,-0.788011,0.615661,0,0.429116,80393.9,114892
XZ,142,-0.788011,0,0.615661,0.33324,67200.3,89594.1
YZ,142,0,-0.788011,0.615661,0.921533,25428.6,48861.8
XY,142.5,-0.793353,0.608761,0,0.426893,80606,115016
XZ,142.5,-0.793353,0,0.608761,0.332227,67560.3,90005.7
YZ,142.5,0,-0.793353,0.608761,0.921559,25505.4,49010.1
XY,143,-0.798636,0.601815,0,0.424685,80812.1,115132
XZ,143,-0.798636,0,0.601815,0.33123,67915.2,90410.8
YZ,143,0,-0.798636,0.601815,0.921582,25580.3,49154.6
XY,143.5,-0.803857,0.594823,0,0.422492,81012,115239
XZ,143.5,-0.803857,0,0.594823,0.33025,68265,90809.5
YZ,143.5,0,-0.803857,0.594823,0.921601,25653.2,49295.3
XY,144,-0.809017,0.587785,0,0.420314,81205.7,115338
XZ,144,-0.809017,0,0.587785,0.329285,68609.5,91201.6
YZ,144,0,-0.809017,0.587785,0.921617,25724.2,49432.1
XY,144.5,-0.814116,0.580703,0,0.41815,81393.2,115428
XZ,144.5,-0.814116,0,0.580703,0.328335,68948.8,91587.1
YZ,144.5,0,-0.814116,0.580703,0.92163,25793.3,49565.1
XY,145,-0.819152,0.573576,0,0.415999,81574.5,115509
XZ,145,-0.819152,0,0.573576,0.327399,69282.8,91966
YZ,145,0,-0.819152,0.573576,0.92164,25860.3,49694.2
XY,145.5,-0.824126,0.566406,0,0.413862,81749.6,115583
XZ,145.5,-0.824126,0,0.566406,0.326478,69611.6,92338.3
YZ,145.5,0,-0.824126,0.566406,0.921646,25925.4,49819.5
XY,146,-0.829038,0.559193,0,0.411737,81918.5,115647
XZ,146,-0.829038,0,0.559193,0.32557,69935.1,92703.8
YZ,146,0,-0.829038,0.559193,0.92165,25988.6,49940.9
XY,146.5,-0.833886,0.551937,0,0.409623,82081.2,115704
XZ,146.5,-0.833886,0,0.551937,0.324674,70253.2,93062.7
YZ,146.5,0,-0.833886,0.551937,0.92165,26049.7,50058.4
XY,147,-0.838671,0.544639,0,0.407521,82237.6,115751
XZ,147,-0.838671,0,0.544639,0.323792,70566,93414.7
YZ,147,0,-0.838671,0.544639,0.921648,26108.9,50172
XY,147.5,-0.843391,0.5373,0,0.40543,82387.7,115790
XZ,147.5,-0.843391,0,0.5373,0.322921,70873.5,93760
YZ,147.5,0,-0.843391,0.5373,0.921643,26166,50281.8
XY,148,-0.848048,0.529919,0,0.403349,82531.6,115821
XZ,148,-0.848048,0,0.529919,0.322061,71175.5,94098.4
YZ,148,0,-0.848048,0.529919,0.921636,26221.2,50387.6
XY,148.5,-0.85264,0.522499,0,0.401278,82669.2,115843
XZ,148.5,-0.85264,0,0.522499,0.321213,71472.1,94429.9
YZ,148.5,0,-0.85264,0.522499,0.921626,26274.4,50489.6
XY,149,-0.857167,0.515038,0,0.399216,82800.5,115856
XZ,149,-0.857167,0,0.515038,0.320375,71763.3,94754.4
YZ,149,0,-0.857167,0.515038,0.921613,26325.6,50587.6
XY,149.5,-0.861629,0.507538,0,0.397164,82925.5,115860
XZ,149.5,-0.861629,0,0.507538,0.319548,72049,95072.1
YZ,149.5,0,-0.861629,0.507538,0.921599,26374.8,50681.7
XY,150,-0.866025,0.5,0,0.395119,83044.1,115856
XZ,150,-0.866025,0,0.5,0.31873,72329.2,95382.7
YZ,150,0,-0.866025,0.5,0.921582,26421.9,50771.9
XY,150.5,-0.870356,0.492424,0,0.393083,83156.5,115844
XZ,150.5,-0.870356,0,0.492424,0.317923,72603.9,95686.3
YZ,150.5,0,-0.870356,0.492424,0.921562,26467.1,50858.2
XY,151,-0.87462,0.48481,0,0.391055,83262.5,115823
XZ,151,-0.87462,0,0.48481,0.317124,72873.1,95982.8
YZ,151,0,-0.87462,0.48481,0.921541,26510.2,50940.5
XY,151.5,-0.878817,0.477159,0,0.389034,83362.1,115793
XZ,151.5,-0.878817,0,0.477159,0.316334,73136.7,96272.3
YZ,151.5,0,-0.878817,0.477159,0.921518,26551.4,51018.9
XY,152,-0.882948,0.469472,0,0.38702,83455.5,115754
XZ,152,-0.882948,0,0.469472,0.315553,73394.7,96554.6
YZ,152,0,-0.882948,0.469472,0.921494,26590.5,51093.4
XY,152.5,-0.887011,0.461749,0,0.385012,83542.4,115707
XZ,152.5,-0.887011,0,0.461749,0.314779,73647.2,96829.8
YZ,152.5,0,-0.887011,0.461749,0.921467,26627.5,51163.9
XY,153,-0.891007,0.45399,0,0.383011,83623,115652
XZ,153,-0.891007,0,0.45399,0.314014,73894.1,97097.8
YZ,153,0,-0.891007,0.45399,0.921439,26662.6,51230.5
XY,153.5,-0.894934,0.446198,0,0.381016,83697.3,115587
XZ,153.5,-0.894934,0,0.446198,0.313257,74135.3,97358.7
YZ,153.5,0,-0.894934,0.446198,0.92141,26695.6,51293.2
XY,154,-0.898794,0.438371,0,0.379026,83765.1,115514
XZ,154,-0.898794,0,0.438371,0.312506,74370.9,97612.2
YZ,154,0,-0.898794,0.438371,0.921379,26726.6,51351.9
XY,154.5,-0.902585,0.430511,0,0.377041,83826.6,115433
XZ,154.5,-0.902585,0,0.430511,0.311763,74600.8,97858.6
YZ,154.5,0,-0.902585,0.430511,0.921347,26755.5,51406.7
XY,155,-0.906308,0.422618,0,0.375061,83881.7,115342
XZ,155,-0.906308,0,0.422618,0.311027,74825,98097.6
YZ,155,0,-0.906308,0.422618,0.921314,26782.5,51457.5
XY,155.5,-0.909961,0.414693,0,0.373086,83930.4,115244
XZ,155.5,-0.909961,0,0.414693,0.310298,75043.6,98329.4
YZ,155.5,0,-0.909961,0.414693,0.92128,26807.3,51504.4
XY,156,-0.913545,0.406737,0,0.371116,83972.7,115136
XZ,156,-0.913545,0,0.406737,0.309574,75256.4,98553.8
YZ,156,0,-0.913545,0.406737,0.921246,26830.2,51547.3
XY,156.5,-0.91706,0.398749,0,0.369149,84008.6,115020
XZ,156.5,-0.91706,0,0.398749,0.308857,75463.5,98770.9
YZ,156.5,0,-0.91706,0.398749,0.921211,26851,51586.3
XY,157,-0.920505,0.390731,0,0.367187,84038.2,114896
XZ,157,-0.920505,0,0.390731,0.308146,75664.8,98980.7
YZ,157,0,-0.920505,0.390731,0.921175,26869.7,51621.4
XY,157.5,-0.92388,0.382683,0,0.365228,84061.3,114763
XZ,157.5,-0.92388,0,0.382683,0.307441,75860.4,99183
YZ,157.5,0,-0.92388,0.382683,0.92114,26886.4,51652.5
XY,158,-0.927184,0.374607,0,0.363273,84078,114621
XZ,158,-0.927184,0,0.374607,0.306741,76050.2,99378
YZ,158,0,-0.927184,0.374607,0.921104,26901,51679.7
XY,158.5,-0.930418,0.366501,0,0.361321,84088.3,114471
XZ,158.5,-0.930418,0,0.366501,0.306047,76234.3,99565.5
YZ,158.5,0,-0.930418,0.366501,0.921069,26913.6,51703
XY,159,-0.93358,0.358368,0,0.359372,84092.3,114313
XZ,159,-0.93358,0,0.358368,0.305358,76412.5,99745.6
YZ,159,0,-0.93358,0.358368,0.921034,26924.2,51722.3
XY,159.5,-0.936672,0.350207,0,0.357426,84089.8,114146
XZ,159.5,-0.936672,0,0.350207,0.304674,76584.9,99918.3
YZ,159.5,0,-0.936672,0.350207,0.921,26932.7,51737.7
XY,160,-0.939693,0.34202,0,0.355483,84080.9,113970
XZ,160,-0.939693,0,0.34202,0.303996,76751.4,100084
YZ,160,0,-0.939693,0.34202,0.920966,26939.1,51749.2
XY,160.5,-0.942641,0.333807,0,0.353543,84065.6,113786
XZ,160.5,-0.942641,0,0.333807,0.303322,76912.1,100241
YZ,160.5,0,-0.942641,0.333807,0.920934,26943.5,51756.8
XY,161,-0.945519,0.325568,0,0.351606,84043.9,113594
XZ,161,-0.945519,0,0.325568,0.302652,77067,100392
YZ,161,0,-0.945519,0.325568,0.920904,26945.9,51760.5
XY,161.5,-0.948324,0.317305,0,0.349672,84015.8,113394
XZ,161.5,-0.948324,0,0.317305,0.301988,77216,100534
YZ,161.5,0,-0.948324,0.317305,0.920875,26946.2,51760.3
XY,162,-0.951057,0.309017,0,0.34774,83981.3,113185
XZ,162,-0.951057,0,0.309017,0.301328,77359.1,100670
YZ,162,0,-0.951057,0.309017,0.920849,26944.4,51756.2
XY,162.5,-0.953717,0.300706,0,0.345811,83940.4,112968
XZ,162.5,-0.953717,0,0.300706,0.300672,77496.3,100797
YZ,162.5,0,-0.953717,0.300706,0.920825,26940.6,51748.2
XY,163,-0.956305,0.292372,0,0.343885,83893.1,112743
XZ,163,-0.956305,0,0.292372,0.300021,77627.6,100918
YZ,163,0,-0.956305,0.292372,0.920804,26934.8,51736.4
XY,163.5,-0.95882,0.284015,0,0.341961,83839.5,112509
XZ,163.5,-0.95882,0,0.284015,0.299375,77753,101030
YZ,163.5,0,-0.95882,0.284015,0.920786,26926.9,51720.7
XY,164,-0.961262,0.275637,0,0.340041,83779.4,112268
XZ,164,-0.961262,0,0.275637,0.298733,77872.5,101136
YZ,164,0,-0.961262,0.275637,0.920772,26916.9,51701.2
XY,164.5,-0.96363,0.267238,0,0.338124,83713,112018
XZ,164.5,-0.96363,0,0.267238,0.298095,77986.1,101233
YZ,164.5,0,-0.96363,0.267238,0.920762,26904.9,51677.9
XY,165,-0.965926,0.258819,0,0.33621,83640.1,111761
XZ,165,-0.965926,0,0.258819,0.297461,78093.7,101324
YZ,165,0,-0.965926,0.258819,0.920757,26890.8,51650.7
XY,165.5,-0.968148,0.25038,0,0.334299,83561,111495
XZ,165.5,-0.968148,0,0.25038,0.296832,78195.4,101406
YZ,165.5,0,-0.968148,0.25038,0.920757,26874.7,51619.8
XY,166,-0.970296,0.241922,0,0.332393,83475.4,111222
XZ,166,-0.970296,0,0.241922,0.296207,78291.1,101481
YZ,166,0,-0.970296,0.241922,0.920764,26856.6,51585.1
XY,166.5,-0.97237,0.233445,0,0.330491,83383.5,110941
XZ,166.5,-0.97237,0,0.233445,0.295587,78380.8,101549
YZ,166.5,0,-0.97237,0.233445,0.920776,26836.4,51546.6
XY,167,-0.97437,0.224951,0,0.328594,83285.3,110652
XZ,167,-0.97437,0,0.224951,0.294971,78464.6,101609
YZ,167,0,-0.97437,0.224951,0.920796,26814.1,51504.4
XY,167.5,-0.976296,0.21644,0,0.326701,83180.7,110356
XZ,167.5,-0.976296,0,0.21644,0.29436,78542.4,101662
YZ,167.5,0,-0.976296,0.21644,0.920824,26789.8,51458.5
XY,168,-0.978148,0.207912,0,0.324815,83069.8,110052
XZ,168,-0.978148,0,0.207912,0.293753,78614.2,101707
YZ,168,0,-0.978148,0.207912,0.920861,26763.5,51409
XY,168.5,-0.979925,0.199368,0,0.322934,82952.5,109741
XZ,168.5,-0.979925,0,0.199368,0.293151,78680.1,101745
YZ,168.5,0,-0.979925,0.199368,0.920907,26735.1,51355.7
XY,169,-0.981627,0.190809,0,0.32106,82828.9,109422
XZ,169,-0.981627,0,0.190809,0.292554,78739.9,101776
YZ,169,0,-0.981627,0.190809,0.920964,26704.7,51298.8
XY,169.5,-0.983255,0.182236,0,0.319194,82699.1,109096
XZ,169.5,-0.983255,0,0.182236,0.291962,78793.8,101799
YZ,169.5,0,-0.983255,0.182236,0.921032,26672.3,51238.3
XY,170,-0.984808,0.173648,0,0.317336,82562.9,108763
XZ,170,-0.984808,0,0.173648,0.291376,78841.6,101814
YZ,170,0,-0.984808,0.173648,0.921112,26637.8,51174.3
XY,170.5,-0.986286,0.165048,0,0.315487,82420.4,108423
XZ,170.5,-0.986286,0,0.165048,0.290795,78883.5,101822
YZ,170.5,0,-0.986286,0.165048,0.921206,26601.3,51106.6
XY,171,-0.987688,0.156434,0,0.313647,82271.7,108076
XZ,171,-0.987688,0,0.156434,0.290219,78919.3,101823
YZ,171,0,-0.987688,0.156434,0.921313,26562.8,51035.5
XY,171.5,-0.989016,0.147809,0,0.311817,82116.7,107722
XZ,171.5,-0.989016,0,0.147809,0.289649,78949.1,101817
YZ,171.5,0,-0.989016,0.147809,0.921436,26522.3,50960.8
XY,172,-0.990268,0.139173,0,0.309999,81955.4,107361
XZ,172,-0.990268,0,0.139173,0.289085,78972.9,101803
YZ,172,0,-0.990268,0.139173,0.921575,26479.7,50882.7
XY,172.5,-0.991445,0.130526,0,0.308191,81787.9,106994
XZ,172.5,-0.991445,0,0.130526,0.288527,78990.7,101782
YZ,172.5,0,-0.991445,0.130526,0.92173,26435.1,50801.2
XY,173,-0.992546,0.121869,0,0.306395,81614.2,106620
XZ,173,-0.992546,0,0.121869,0.287975,79002.5,101753
YZ,173,0,-0.992546,0.121869,0.921903,26388.5,50716.2
XY,173.5,-0.993572,0.113203,0,0.304611,81434.2,106240
XZ,173.5,-0.993572,0,0.113203,0.287429,79008.3,101718
YZ,173.5,0,-0.993572,0.113203,0.922093,26339.9,50627.8
XY,174,-0.994522,0.104528,0,0.302837,81248.1,105853
XZ,174,-0.994522,0,0.104528,0.286889,79008.1,101675
YZ,174,0,-0.994522,0.104528,0.9223,26289.3,50536
XY,174.5,-0.995396,0.0958458,0,0.301074,81055.8,105460
XZ,174.5,-0.995396,0,0.0958458,0.286354,79001.8,101624
YZ,174.5,0,-0.995396,0.0958458,0.922524,26236.7,50440.7
XY,175,-0.996195,0.0871557,0,0.299318,80857.2,105059
XZ,175,-0.996195,0,0.0871557,0.285824,78989.5,101567
YZ,175,0,-0.996195,0.0871557,0.922764,26182.1,50342
XY,175.5,-0.996917,0.0784591,0,0.297567,80652.6,104652
XZ,175.5,-0.996917,0,0.0784591,0.285297,78971.2,101501
YZ,175.5,0,-0.996917,0.0784591,0.923016,26125.5,50239.8
XY,176,-0.997564,0.0697565,0,0.295815,80441.8,104238
XZ,176,-0.997564,0,0.0697565,0.284773,78946.9,101429
YZ,176,0,-0.997564,0.0697565,0.923277,26066.9,50133.9
XY,176.5,-0.998135,0.0610485,0,0.294056,80224.8,103815
XZ,176.5,-0.998135,0,0.0610485,0.284249,78916.6,101349
YZ,176.5,0,-0.998135,0.0610485,0.923541,26006.3,50024.3
XY,177,-0.99863,0.052336,0,0.29228,80001.8,103385
XZ,177,-0.99863,0,0.052336,0.283722,78880.3,101260
YZ,177,0,-0.99863,0.052336,0.923799,25943.8,49910.6
XY,177.5,-0.999048,0.0436194,0,0.290473,79772.7,102945
XZ,177.5,-0.999048,0,0.0436194,0.283189,78837.9,101164
YZ,177.5,0,-0.999048,0.0436194,0.924041,25879.3,49792.7
XY,178,-0.999391,0.0348995,0,0.288619,79537.5,102494
XZ,178,-0.999391,0,0.0348995,0.282645,78789.6,101059
YZ,178,0,-0.999391,0.0348995,0.924251,25812.7,49670.2
XY,178.5,-0.999657,0.0261769,0,0.286695,79296.2,102030
XZ,178.5,-0.999657,0,0.0261769,0.282083,78735.2,100945
YZ,178.5,0,-0.999657,0.0261769,0.92441,25744.3,49542.5
XY,179,-0.999848,0.0174524,0,0.284673,79048.9,101552
XZ,179,-0.999848,0,0.0174524,0.281495,78674.9,100821
YZ,179,0,-0.999848,0.0174524,0.924493,25673.9,49409.2
XY,179.5,-0.999962,0.00872654,0,0.282521,78795.6,101057
XZ,179.5,-0.999962,0,0.00872654,0.280873,78608.6,100688
YZ,179.5,0,-0.999962,0.00872654,0.924474,25601.5,49269.4
XY,180,-1,1.22461e-016,0,0.280207,78536.2,100543
XZ,180,-1,0,1.22461e-016,0.280207,78536.2,100543
YZ,180,0,-1,1.22461e-016,0.924324,25527.1,49122.5
XY,180.5,-0.999962,-0.00872654,0,0.282173,78756,100979
XZ,180.5,-0.999962,0,-0.00872654,0.280861,78607.2,100685
YZ,180.5,0,-0.999962,-0.00872654,0.924472,25600.1,49266.8
XY,181,-0.999848,-0.0174524,0,0.284003,78969.8,101397
XZ,181,-0.999848,0,-0.0174524,0.281473,78672.3,100816
YZ,181,0,-0.999848,-0.0174524,0.92449,25671.2,49404
XY,181.5,-0.999657,-0.0261769,0,0.285725,79177.6,101801
XZ,181.5,-0.999657,0,-0.0261769,0.28205,78731.3,100937
YZ,181.5,0,-0.999657,-0.0261769,0.924408,25740.3,49534.9
XY,182,-0.999391,-0.0348995,0,0.287365,79379.3,102190
XZ,182,-0.999391,0,-0.0348995,0.282602,78784.3,101049
YZ,182,0,-0.999391,-0.0348995,0.924252,25807.5,49660.1
XY,182.5,-0.999048,-0.0436194,0,0.288947,79575,102568
XZ,182.5,-0.999048,0,-0.0436194,0.283137,78831.3,101151
YZ,182.5,0,-0.999048,-0.0436194,0.924045,25872.7,49780.2
XY,183,-0.99863,-0.052336,0,0.29049,79764.6,102935
XZ,183,-0.99863,0,-0.052336,0.283661,78872.3,101245
YZ,183,0,-0.99863,-0.052336,0.923808,25935.9,49895.6
XY,183.5,-0.998135,-0.0610485,0,0.292009,79948.2,103294
XZ,183.5,-0.998135,0,-0.0610485,0.284178,78907.3,101331
YZ,183.5,0,-0.998135,-0.0610485,0.923554,25997.1,50006.8
XY,184,-0.997564,-0.0697565,0,0.293514,80125.6,103644
XZ,184,-0.997564,0,-0.0697565,0.284693,78936.4,101409
YZ,184,0,-0.997564,-0.0697565,0.923295,26056.4,50114.1
XY,184.5,-0.996917,-0.0784591,0,0.295015,80297,103986
XZ,184.5,-0.996917,0,-0.0784591,0.285209,78959.3,101479
YZ,184.5,0,-0.996917,-0.0784591,0.923038,26113.6,50217.5
XY,185,-0.996195,-0.0871557,0,0.296516,80462.2,104321
XZ,185,-0.996195,0,-0.0871557,0.285726,78976.3,101542
YZ,185,0,-0.996195,-0.0871557,0.92279,26168.9,50317.4
XY,185.5,-0.995396,-0.0958458,0,0.298023,80621.3,104648
XZ,185.5,-0.995396,0,-0.0958458,0.286247,78987.3,101597
YZ,185.5,0,-0.995396,-0.0958458,0.922555,26222.2,50413.7
XY,186,-0.994522,-0.104528,0,0.299538,80774.3,104969
XZ,186,-0.994522,0,-0.104528,0.286773,78992.2,101645
YZ,186,0,-0.994522,-0.104528,0.922334,26273.5,50506.5
XY,186.5,-0.993572,-0.113203,0,0.301063,80921.2,105284
XZ,186.5,-0.993572,0,-0.113203,0.287304,78991.2,101686
YZ,186.5,0,-0.993572,-0.113203,0.92213,26322.8,50595.9
XY,187,-0.992546,-0.121869,0,0.302598,81061.8,105591
XZ,187,-0.992546,0,-0.121869,0.287841,78984.1,101719
YZ,187,0,-0.992546,-0.121869,0.921943,26370.1,50681.8
XY,187.5,-0.991445,-0.130526,0,0.304145,81196.3,105892
XZ,187.5,-0.991445,0,-0.130526,0.288384,78971,101745
YZ,187.5,0,-0.991445,-0.130526,0.921773,26415.4,50764.4
XY,188,-0.990268,-0.139173,0,0.305703,81324.6,106186
XZ,188,-0.990268,0,-0.139173,0.288932,78951.9,101764
YZ,188,0,-0.990268,-0.139173,0.921621,26458.7,50843.5
XY,188.5,-0.989016,-0.147809,0,0.307273,81446.7,106473
XZ,188.5,-0.989016,0,-0.147809,0.289487,78926.8,101775
YZ,188.5,0,-0.989016,-0.147809,0.921484,26499.9,50919.2
XY,189,-0.987688,-0.156434,0,0.308853,81562.7,106753
XZ,189,-0.987688,0,-0.156434,0.290047,78895.6,101779
YZ,189,0,-0.987688,-0.156434,0.921363,26539.1,50991.3
XY,189.5,-0.986286,-0.165048,0,0.310443,81672.4,107027
XZ,189.5,-0.986286,0,-0.165048,0.290613,78858.5,101776
YZ,189.5,0,-0.986286,-0.165048,0.921257,26576.4,51060
XY,190,-0.984808,-0.173648,0,0.312043,81775.8,107293
XZ,190,-0.984808,0,-0.173648,0.291184,78815.3,101765
YZ,190,0,-0.984808,-0.173648,0.921165,26611.6,51125.2
XY,190.5,-0.983255,-0.182236,0,0.313651,81873.1,107553
XZ,190.5,-0.983255,0,-0.182236,0.291761,78766.2,101747
YZ,190.5,0,-0.983255,-0.182236,0.921086,26644.7,51186.8
XY,191,-0.981627,-0.190809,0,0.315269,81964.1,107805
XZ,191,-0.981627,0,-0.190809,0.292342,78711,101722
YZ,191,0,-0.981627,-0.190809,0.921019,26675.9,51244.8
XY,191.5,-0.979925,-0.199368,0,0.316894,82048.9,108050
XZ,191.5,-0.979925,0,-0.199368,0.292929,78649.9,101689
YZ,191.5,0,-0.979925,-0.199368,0.920963,26705,51299.3
XY,192,-0.978148,-0.207912,0,0.318526,82127.4,108287
XZ,192,-0.978148,0,-0.207912,0.293521,78582.8,101648
YZ,192,0,-0.978148,-0.207912,0.920917,26732,51350
XY,192.5,-0.976296,-0.21644,0,0.320165,82199.7,108517
XZ,192.5,-0.976296,0,-0.21644,0.294118,78509.7,101601
YZ,192.5,0,-0.976296,-0.21644,0.920881,26757.1,51397.2
XY,193,-0.97437,-0.224951,0,0.321811,82265.7,108740
XZ,193,-0.97437,0,-0.224951,0.294719,78430.6,101546
YZ,193,0,-0.97437,-0.224951,0.920853,26780.1,51440.6
XY,193.5,-0.97237,-0.233445,0,0.323463,82325.5,108955
XZ,193.5,-0.97237,0,-0.233445,0.295324,78345.5,101483
YZ,193.5,0,-0.97237,-0.233445,0.920833,26801,51480.3
XY,194,-0.970296,-0.241922,0,0.32512,82379,109162
XZ,194,-0.970296,0,-0.241922,0.295935,78254.5,101413
YZ,194,0,-0.970296,-0.241922,0.920821,26820,51516.3
XY,194.5,-0.968148,-0.25038,0,0.326782,82426.2,109362
XZ,194.5,-0.968148,0,-0.25038,0.296549,78157.5,101335
YZ,194.5,0,-0.968148,-0.25038,0.920814,26836.8,51548.6
XY,195,-0.965926,-0.258819,0,0.328449,82467.1,109553
XZ,195,-0.965926,0,-0.258819,0.297168,78054.5,101250
YZ,195,0,-0.965926,-0.258819,0.920814,26851.7,51577
XY,195.5,-0.96363,-0.267238,0,0.330121,82501.7,109737
XZ,195.5,-0.96363,0,-0.267238,0.297791,77945.6,101157
YZ,195.5,0,-0.96363,-0.267238,0.920818,26864.4,51601.7
XY,196,-0.961262,-0.275637,0,0.331797,82530.1,109913
XZ,196,-0.961262,0,-0.275637,0.298419,77830.8,101057
YZ,196,0,-0.961262,-0.275637,0.920828,26875.2,51622.6
XY,196.5,-0.95882,-0.284015,0,0.333478,82552.2,110082
XZ,196.5,-0.95882,0,-0.284015,0.299051,77710.1,100949
YZ,196.5,0,-0.95882,-0.284015,0.920841,26883.9,51639.7
XY,197,-0.956305,-0.292372,0,0.335163,82568,110242
XZ,197,-0.956305,0,-0.292372,0.299687,77583.4,100834
YZ,197,0,-0.956305,-0.292372,0.920859,26890.5,51652.9
XY,197.5,-0.953717,-0.300706,0,0.336852,82577.5,110394
XZ,197.5,-0.953717,0,-0.300706,0.300327,77450.8,100711
YZ,197.5,0,-0.953717,-0.300706,0.920879,26895.1,51662.3
XY,198,-0.951057,-0.309017,0,0.338545,82580.7,110538
XZ,198,-0.951057,0,-0.309017,0.300972,77312.3,100581
YZ,198,0,-0.951057,-0.309017,0.920902,26897.7,51667.8
XY,198.5,-0.948324,-0.317305,0,0.340242,82577.7,110674
XZ,198.5,-0.948324,0,-0.317305,0.301621,77168,100443
YZ,198.5,0,-0.948324,-0.317305,0.920928,26898.2,51669.5
XY,199,-0.945519,-0.325568,0,0.341943,82568.3,110802
XZ,199,-0.945519,0,-0.325568,0.302275,77017.7,100298
YZ,199,0,-0.945519,-0.325568,0.920956,26896.6,51667.3
XY,199.5,-0.942641,-0.333807,0,0.343647,82552.7,110922
XZ,199.5,-0.942641,0,-0.333807,0.302934,76861.6,100146
YZ,199.5,0,-0.942641,-0.333807,0.920986,26893,51661.2
XY,200,-0.939693,-0.34202,0,0.345357,82530.7,111033
XZ,200,-0.939693,0,-0.34202,0.303597,76699.7,99985.5
YZ,200,0,-0.939693,-0.34202,0.921017,26887.4,51651.2
XY,200.5,-0.936672,-0.350207,0,0.34707,82502.5,111137
XZ,200.5,-0.936672,0,-0.350207,0.304265,76531.9,99817.9
YZ,200.5,0,-0.936672,-0.350207,0.921049,26879.7,51637.3
XY,201,-0.93358,-0.358368,0,0.348787,82468,111232
XZ,201,-0.93358,0,-0.358368,0.304938,76358.3,99642.8
YZ,201,0,-0.93358,-0.358368,0.921083,26870,51619.5
XY,201.5,-0.930418,-0.366501,0,0.350509,82427.2,111319
XZ,201.5,-0.930418,0,-0.366501,0.305616,76178.8,99460.3
YZ,201.5,0,-0.930418,-0.366501,0.921117,26858.2,51597.7
XY,202,-0.927184,-0.374607,0,0.352235,82380.2,111397
XZ,202,-0.927184,0,-0.374607,0.3063,75993.6,99270.4
YZ,202,0,-0.927184,-0.374607,0.921151,26844.4,51572.1
XY,202.5,-0.92388,-0.382683,0,0.353966,82326.8,111468
XZ,202.5,-0.92388,0,-0.382683,0.306989,75802.5,99073
YZ,202.5,0,-0.92388,-0.382683,0.921186,26828.5,51542.5
XY,203,-0.920505,-0.390731,0,0.355702,82267.2,111530
XZ,203,-0.920505,0,-0.390731,0.307683,75605.7,98868.3
YZ,203,0,-0.920505,-0.390731,0.92122,26810.6,51509
XY,203.5,-0.91706,-0.398749,0,0.357443,82201.4,111584
XZ,203.5,-0.91706,0,-0.398749,0.308383,75403.2,98656.2
YZ,203.5,0,-0.91706,-0.398749,0.921255,26790.6,51471.6
XY,204,-0.913545,-0.406737,0,0.359189,82129.2,111629
XZ,204,-0.913545,0,-0.406737,0.309089,75194.9,98436.8
YZ,204,0,-0.913545,-0.406737,0.921289,26768.6,51430.3
XY,204.5,-0.909961,-0.414693,0,0.360941,82050.9,111666
XZ,204.5,-0.909961,0,-0.414693,0.309801,74980.8,98210
YZ,204.5,0,-0.909961,-0.414693,0.921322,26744.6,51385
XY,205,-0.906308,-0.422618,0,0.362698,81966.2,111695
XZ,205,-0.906308,0,-0.422618,0.31052,74761.1,97975.9
YZ,205,0,-0.906308,-0.422618,0.921355,26718.5,51335.8
XY,205.5,-0.902585,-0.430511,0,0.364462,81875.4,111716
XZ,205.5,-0.902585,0,-0.430511,0.311245,74535.7,97734.5
YZ,205.5,0,-0.902585,-0.430511,0.921387,26690.4,51282.6
XY,206,-0.898794,-0.438371,0,0.366231,81778.3,111728
XZ,206,-0.898794,0,-0.438371,0.311977,74304.6,97485.9
YZ,206,0,-0.898794,-0.438371,0.921418,26660.3,51225.5
XY,206.5,-0.894934,-0.446198,0,0.368008,81674.9,111732
XZ,206.5,-0.894934,0,-0.446198,0.312716,74067.8,97230
YZ,206.5,0,-0.894934,-0.446198,0.921448,26628.1,51164.5
XY,207,-0.891007,-0.45399,0,0.369791,81565.4,111728
XZ,207,-0.891007,0,-0.45399,0.313463,73825.4,96966.9
YZ,207,0,-0.891007,-0.45399,0.921476,26593.9,51099.6
XY,207.5,-0.887011,-0.461749,0,0.371581,81449.6,111715
XZ,207.5,-0.887011,0,-0.461749,0.314216,73577.3,96696.6
YZ,207.5,0,-0.887011,-0.461749,0.921503,26557.7,51030.7
XY,208,-0.882948,-0.469472,0,0.373379,81327.7,111694
XZ,208,-0.882948,0,-0.469472,0.314978,73323.7,96419.1
YZ,208,0,-0.882948,-0.469472,0.921529,26519.4,50957.9
