sample,kx,ky,kz,q,A_proj,force_factor
69265,0.645266,0.628338,-0.434538,0.757391,72982.7,128259
69266,0.895987,-0.32933,0.297908,0.71367,80976.1,138766
69267,-0.539718,-0.840678,0.0443349,0.515273,64230.1,97326.1
69268,-0.0377284,0.598012,0.800599,0.909535,27847.8,53176.4
69269,-0.0615108,0.993263,-0.0982119,0.899935,35520.4,67486.5
69270,-0.761148,0.589009,-0.271518,0.441675,79785,115024
69271,-0.932671,-0.353339,0.0726371,0.351927,82895,112068
69272,-0.608497,-0.292047,-0.737862,0.430782,61500,87993.1
69273,0.857685,-0.229434,-0.460148,0.711568,76764.2,131387
69274,0.39915,-0.394391,0.827729,0.771295,48394,85719.9
69275,0.784245,0.611321,0.106051,0.740602,80559.8,140223
69276,0.754654,0.563402,-0.336267,0.742602,78743.4,137219
69277,-0.599285,0.407837,0.688859,0.467082,65269.5,95755.7
69278,0.561325,-0.0165225,0.827431,0.722564,51415.3,88566.2
69279,0.430212,-0.29573,-0.852914,0.757526,48390.4,85047.4
69280,0.906726,-0.0654872,0.416605,0.700338,76104.2,129403
69281,-0.115489,0.861735,0.494039,0.851718,39236.7,72655.3
69282,-0.832038,0.513211,-0.21054,0.412331,82557,116598
69283,-0.291192,-0.00870632,-0.956625,0.540199,31201.9,48057.2
69284,0.0740742,-0.566903,-0.820448,0.896412,27214.4,51609.7
69285,0.943022,-0.215467,0.253541,0.703741,81361.3,138618
69286,-0.198536,0.525824,-0.827099,0.741535,38410.6,66893.5
69287,0.463373,-0.874843,0.141191,0.781406,59751.4,106441
69288,0.241573,-0.969025,-0.051317,0.834931,44044.3,80818.2
69289,0.249214,0.908806,-0.33461,0.840151,49624.9,91317.2
69290,0.0459013,0.352714,-0.934605,0.90132,22112.3,42042.5
69291,0.936199,0.318004,0.14968,0.711889,83990.7,143783
69292,-0.261303,0.380391,-0.887143,0.656351,39477.6,65388.8
69293,-0.916166,-0.151483,0.371069,0.334166,79021.4,105428
69294,0.496469,-0.509021,-0.703147,0.763273,57741.7,101814
69295,0.833169,0.394283,0.387775,0.726464,80289.1,138616
69296,-0.509796,0.855591,0.089838,0.554186,66531.4,103402
69297,0.844805,0.525765,-0.0993785,0.730942,82646.6,143057
69298,0.00612527,-0.962284,0.271976,0.921763,27389.9,52637
69299,0.736004,-0.595416,-0.322146,0.739798,75430.4,131234
69300,0.557683,0.423435,-0.713927,0.754557,62349.8,109396
69301,0.87851,0.466618,0.102413,0.724976,83543.1,144110
69302,0.596341,-0.149242,0.788736,0.726865,57205,98785.3
69303,-0.546359,-0.185185,0.816822,0.43265,54685.1,78344.6
69304,-0.0264394,0.135309,-0.990451,0.900941,14541.1,27641.8
69305,0.231654,0.340007,0.911445,0.813046,36183.6,65602.6
69306,0.486023,-0.565449,0.66637,0.768423,58155.1,102843
69307,-0.625479,0.13946,0.767676,0.402843,59939.6,84085.9
69308,0.238808,0.636506,0.733369,0.833674,44118.5,80898.9
69309,0.163345,-0.83685,0.522495,0.862519,38632.5,71953.7
69310,0.731299,-0.610247,-0.30463,0.740716,75292.9,131064
69311,-0.839494,-0.256224,-0.479166,0.366232,76533.9,104563
69312,0.245207,-0.48292,-0.840632,0.815837,38611.3,70111.9
69313,-0.687773,-0.564525,-0.456377,0.446192,72295.1,104553
69314,-0.790176,-0.287682,-0.541166,0.38202,73989.3,102255
69315,0.983901,-0.0079967,0.178535,0.690095,78611.5,132861
69316,-0.422611,-0.726675,-0.541612,0.57468,56332.1,88705.1
69317,0.72209,0.401325,-0.563493,0.736408,73253.9,127199
69318,-0.253506,0.514643,0.819071,0.687476,42447.6,71629.3
69319,-0.0904457,0.138928,0.986164,0.822144,19789.6,36059.4
69320,0.854879,0.183214,0.485402,0.71117,76483,130875
69321,0.477125,0.254331,-0.84123,0.750181,52052.3,91101
69322,0.752242,0.000520966,-0.658887,0.706146,64370.4,109825
69323,0.8072,-0.58969,-0.0263475,0.730734,78338.5,135583
69324,-0.904822,0.326776,-0.272974,0.369683,83198.4,113955
69325,0.344565,-0.741832,0.575292,0.803382,50820.3,91648.3
69326,0.518819,0.449363,0.727255,0.761727,60315.9,106260
69327,0.681459,0.67597,0.280495,0.754959,75978.5,133339
69328,0.703713,-0.704985,0.0882215,0.745169,73734.8,128680
69329,0.957963,0.284586,0.0363068,0.707093,83708.1,142897
69330,0.315028,0.773917,0.549373,0.819046,52615.7,95710.4
69331,-0.142791,-0.771942,-0.619449,0.811549,36171.6,65526.6
69332,-0.0888667,0.729897,-0.677756,0.872353,34665.8,64906.6
69333,-0.977362,0.0258109,-0.209995,0.299943,79314.6,103104
69334,-0.257277,0.846636,-0.46585,0.71971,49604.6,85305.6
69335,-0.31516,0.936248,-0.155287,0.676074,54211.2,90862
69336,-0.360205,-0.28723,-0.887553,0.547383,43146.3,66763.8
69337,-0.772625,0.473728,0.422649,0.425741,78566.4,112015
69338,-0.20105,-0.242144,0.949181,0.68418,30161.9,50798.1
69339,-0.0347218,-0.187682,0.981616,0.894662,15988.8,30293.4
69340,0.442115,-0.192268,0.876109,0.747784,47008.4,82160.6
69341,-0.0900068,-0.829735,-0.550852,0.86895,32919.9,61525.6
69342,-0.399042,-0.596411,-0.696462,0.574173,52468.8,82594.9
69343,0.34912,-0.222298,0.910329,0.766868,40805.2,72097.4
69344,-0.21395,0.896366,0.388271,0.759818,47097.7,82883.4
69345,-0.0394587,0.601928,0.797575,0.908596,28075.3,53584.4
69346,0.991333,0.0383964,0.125637,0.691467,79685.7,134786
69347,0.985451,-0.096276,-0.140064,0.693916,80632.9,136585
69348,-0.184228,0.975234,0.122388,0.787447,44839.7,80148.7
69349,0.575263,-0.606408,0.548946,0.758411,65159.1,114577
69350,-0.670322,-0.298401,0.67943,0.414298,66125.1,93520.6
69351,-0.841157,-0.527208,0.120441,0.394566,80558.8,112345
69352,0.897865,-0.424074,0.118323,0.716804,81991.6,140764
69353,0.537016,0.735614,0.412898,0.775816,67629.4,120097
69354,0.86208,0.438081,-0.254761,0.725851,82677.9,142690
69355,0.138556,-0.0752062,0.987495,0.834583,21266.1,39014.4
69356,-0.914419,0.364489,0.176027,0.371343,84290.4,115591
69357,-0.0983278,-0.967105,-0.234607,0.861445,34398.8,64031.4
69358,0.414423,0.909757,-0.0243981,0.799552,59930.2,107848
69359,0.28161,-0.107769,-0.953458,0.774546,32835.3,58267.8
69360,0.977443,-0.158575,-0.139497,0.697257,81592.8,138484
69361,-0.627177,-0.778696,0.0167967,0.475191,69278.9,102200
69362,0.265006,0.692299,-0.671188,0.828568,47204.1,86315.9
69363,0.0237428,-0.020371,-0.999511,0.924841,10849.1,20882.7
69364,0.78641,-0.146408,0.600104,0.71224,70353.8,120463
69365,-0.332355,-0.942857,-0.0236965,0.639049,50371.3,82561
69366,0.521713,-0.251345,0.815255,0.74177,54209.9,94421.3
69367,-0.497098,-0.789731,0.35947,0.539667,62301.9,95924.2
69368,-0.981476,0.142481,0.128075,0.318353,82469.6,108724
69369,0.838005,0.119131,0.532499,0.708561,73644.9,125827
69370,0.847361,0.345127,-0.403567,0.722129,79995.5,137763
69371,-0.0879993,0.950604,0.297673,0.877699,38054.6,71455
69372,-0.0690267,-0.932955,-0.353314,0.889338,32232.3,60897.6
69373,0.689519,0.701783,0.179064,0.75441,76508.7,134228
69374,-0.998809,0.0484347,0.0059409,0.29192,79949.9,103289
69375,-0.222889,-0.799519,-0.557754,0.731472,42643.1,73835.4
69376,-0.225816,-0.9708,0.0809635,0.731236,43215.1,74815.6
69377,-0.900323,-0.36902,0.230744,0.365985,82119.2,112174
69378,0.988166,-0.131547,0.0788921,0.694687,81238.7,137674
69379,0.115564,0.756877,0.643259,0.885478,37330.7,70386.2
69380,0.843052,-0.377043,-0.383539,0.720651,78739.5,135483
69381,-0.258708,-0.36646,-0.893743,0.64524,37250.1,61285.3
69382,0.632779,0.770869,-0.0731554,0.762747,73227.6,129082
69383,0.580793,-0.791097,0.191952,0.762492,67225,118483
69384,-0.316961,-0.810694,-0.492252,0.651688,49761,82189.7
69385,0.0064721,-0.992279,0.123854,0.922889,26904.5,51734.3
69386,0.0199545,0.904147,0.426755,0.922198,32419.8,62317.3
69387,-0.28278,0.936881,-0.205642,0.701574,52114.1,88676
69388,0.555787,0.705364,0.439957,0.77205,68420.1,121244
69389,-0.941921,-0.137311,-0.306481,0.32566,80078.5,106157
69390,0.637211,-0.383348,-0.668585,0.738744,65236,113429
69391,-0.138963,0.805524,-0.576039,0.826816,40011.1,73092.9
69392,0.626407,0.712839,-0.315398,0.762823,73039.2,128755
69393,0.0152209,0.771018,-0.636631,0.922563,29763.1,57221.4
69394,-0.349805,-0.934679,0.063335,0.62736,51878.6,84425.1
69395,0.524345,-0.850897,-0.0322066,0.770644,62958.2,111476
69396,0.896409,-0.332476,0.293105,0.71377,81047.9,138898
69397,-0.155893,0.543088,0.825078,0.789308,35688.3,63857.3
69398,0.767661,-0.384644,-0.512588,0.727397,74137.7,128065
69399,0.40114,0.245181,-0.882595,0.761112,46191.7,81348.8
69400,0.691581,-0.691855,0.207493,0.746906,73481,128364
69401,-0.0647649,0.178483,-0.981809,0.859682,18775.6,34916.6
69402,0.311745,0.321594,0.894088,0.787891,41737.4,74621.9
69403,-0.111922,0.983436,-0.142572,0.856233,39560.2,73433
69404,-0.899425,-0.00399695,0.437057,0.313308,74511.1,97856
69405,0.102521,0.542962,-0.833476,0.882911,31397,59117.8
69406,-0.0663827,0.950297,0.304185,0.895368,36403.9,68998.7
69407,-0.920795,0.291567,-0.259086,0.360219,83276.7,113275
69408,-0.192872,0.61515,-0.764454,0.758116,40119.8,70535.4
69409,-0.305329,0.748185,-0.589062,0.673536,51463.6,86126.3
69410,0.498563,0.846763,-0.185545,0.783983,65976.3,117701
69411,0.0501699,0.836496,0.545672,0.914396,33773,64655
69412,-0.0141162,-0.631117,-0.775559,0.919968,23794.7,45685
69413,0.988821,0.125776,-0.0800828,0.695546,81710.8,138544
69414,-0.824394,0.472442,0.311727,0.411074,81636.2,115195
69415,0.409079,0.568535,0.713738,0.787694,55208.2,98695.3
69416,-0.507956,0.783396,-0.35815,0.554487,66477.9,103339
69417,0.940878,0.337335,-0.0308822,0.711667,83907.5,143622
69418,0.858404,0.0325237,0.511943,0.702687,72457.8,123373
69419,-0.914442,-0.231902,0.331688,0.346132,80599,108497
69420,-0.405195,-0.678366,-0.612892,0.580171,54335.5,85859.4
69421,-0.884736,0.321848,0.337129,0.374645,82067.7,112814
69422,0.27285,-0.596256,-0.755005,0.814729,42938.1,77921
69423,-0.989398,-0.133634,-0.0568672,0.308199,81597,106745
69424,0.251965,-0.4876,0.835919,0.814356,39345.2,71386.3
69425,-0.0396741,0.447478,0.893415,0.901982,24276.6,46173.6
69426,0.327748,0.209144,-0.921325,0.772442,39703.2,70371.5
69427,-0.743424,-0.659724,-0.109929,0.432249,76158.6,109078
69428,0.861865,-0.50588,-0.0356894,0.72274,80549,138765
69429,-0.629212,-0.21091,-0.748071,0.409398,61142.2,86173.7
69430,0.914916,-0.385366,0.120094,0.713587,82350.9,141115
69431,-0.533491,0.126955,0.836224,0.430544,52930.8,75719.9
69432,-0.697532,-0.49058,-0.522284,0.434724,71732.7,102917
69433,0.974101,0.175699,0.14233,0.700041,82610.7,140442
69434,-0.863054,0.494095,-0.10492,0.399312,83522.8,116874
69435,-0.0531871,-0.353975,0.933741,0.884264,21270.9,40079.9
69436,0.904293,0.409001,-0.122363,0.719699,83979.1,144419
69437,-0.821446,0.349213,0.450862,0.394527,78901.2,110030
69438,-0.753909,-0.645521,0.122163,0.428559,76741.7,109630
69439,0.0320318,0.519184,-0.854062,0.914054,25349.8,48521
69440,-0.156029,0.776103,0.610998,0.808661,40855.9,73894.4
69441,0.732733,-0.679641,0.0345129,0.741015,74891.4,130387
69442,-0.886049,0.324236,-0.331343,0.374345,82142.6,112892
69443,-0.672901,0.364554,0.643665,0.435729,69360,99582.1
69444,0.680417,-0.703367,-0.20569,0.748381,72856,127380
69445,-0.910947,0.191284,0.365494,0.346921,80446.3,108355
69446,-0.163204,0.419317,0.89305,0.76553,33128.5,58489.4
69447,0.495901,0.792453,0.355107,0.783788,65627.1,117065
69448,-0.161702,-0.947309,0.276511,0.796479,39267.7,70543.6
69449,0.340574,-0.611628,-0.714087,0.797952,48274.5,86795.2
69450,-0.825962,0.355176,0.437764,0.394382,79322.1,110605
69451,-0.726696,0.675886,-0.122843,0.457649,78430.3,114324
69452,0.790835,0.47512,0.3858,0.734873,79394.6,137740
69453,-0.682028,-0.530028,-0.503893,0.444151,71366.1,103063
69454,0.907679,0.416297,0.0530675,0.719353,83883.5,144225
69455,0.21016,-0.874592,0.436946,0.845373,42515.1,78456.2
69456,0.483668,0.53726,0.690954,0.773087,59898.7,106206
69457,-0.365839,0.925126,0.101507,0.639287,57416.4,94121.9
69458,0.061927,-0.694346,0.716972,0.906363,28749.8,54807.6
69459,-0.139453,0.787559,0.600253,0.825667,39805.7,72671.9
69460,0.642006,-0.491847,-0.588145,0.744852,67698.3,118123
69461,-0.224775,0.965538,0.131195,0.750292,47808.7,83679.3
69462,-0.052994,0.998542,0.0102667,0.90716,34266.2,65351.1
69463,-0.112697,-0.0776212,-0.990593,0.781206,19230.7,34253.9
69464,-0.849215,-0.494839,0.184305,0.391202,80916.5,112571
69465,0.697046,0.693849,0.180833,0.753305,76873.5,134783
69466,-0.970178,-0.183803,-0.158023,0.323366,82225.9,108815
69467,0.664012,0.268532,-0.697838,0.731451,65864,114040
69468,-0.805403,0.483934,0.342248,0.417876,80753.6,114499
69469,-0.40588,-0.791605,-0.456752,0.589688,55956.2,88952.8
69470,0.808326,-0.0551418,0.586147,0.706625,69615.8,118808
69471,-0.678272,0.674127,-0.292406,0.476517,76011.9,112233
69472,-0.576611,0.6391,-0.508989,0.510592,68811.3,103946
69473,0.448812,-0.848662,-0.279894,0.784331,59100.1,105454
69474,-0.590259,0.153946,-0.792398,0.41583,57702.5,81696.9
69475,0.369745,0.928263,0.0402181,0.80922,57136.2,103372
69476,-0.154462,-0.944157,0.291049,0.803994,38744.1,69894.2
69477,-0.194316,-0.199154,0.96051,0.6843,28633.5,48227.4
69478,-0.271737,-0.0384763,-0.961602,0.566785,30476.2,47749.6
69479,-0.970343,0.217178,-0.106155,0.332923,83635.3,111479
69480,0.84432,-0.479014,0.240143,0.724743,80262.2,138432
69481,0.413571,-0.45556,0.788304,0.773236,50741.9,89977.4
69482,0.550007,-0.773094,0.315939,0.767069,65430.3,115620
69483,-0.0251206,-0.231317,-0.972554,0.902158,16123.3,30669.1
69484,0.556248,0.559371,-0.614567,0.764285,65481.4,115528
69485,0.980239,-0.197729,-0.00584479,0.697401,81677.6,138640
69486,0.256438,-0.32624,-0.909839,0.799595,36075.9,64922.1
69487,0.175558,0.252145,-0.951631,0.825781,29363,53610.3
69488,-0.460055,-0.670194,-0.5824,0.548553,58176.9,90089.9
69489,-0.32067,0.00562982,-0.947174,0.514396,33383.8,50556.4
69490,-0.331752,0.300901,-0.894092,0.580824,42679.8,67469.3
69491,-0.946148,0.166497,0.277637,0.333963,81707.6,108995
69492,0.790287,0.474212,0.388032,0.734878,79343.8,137652
69493,0.115078,0.466567,-0.876968,0.872209,30450.4,57009.4
69494,0.0636291,0.960575,-0.270641,0.909217,36139.9,68999
69495,0.676251,0.377001,0.632894,0.739015,69625.8,121080
69496,-0.99628,0.00217846,-0.0861534,0.286253,79040,101665
69497,-0.135485,0.985542,0.101743,0.834056,41143.3,75459.2
69498,-0.263659,-0.464941,0.845171,0.65782,39868.9,66095.4
69499,0.982589,0.0727556,0.170955,0.694291,80426.4,136266
69500,0.493345,0.285237,0.821736,0.751227,54207.6,94929.8
69501,-0.639607,0.485912,0.595645,0.466846,69978.7,102648
69502,-0.207712,-0.576439,-0.7903,0.72659,37728.2,65141.1
69503,-0.980459,-0.00177676,-0.196718,0.293152,78714.7,101790
69504,-0.211102,0.977441,-0.00666416,0.76133,46017,81051.2
69505,0.648313,0.230453,-0.725659,0.729756,63728.7,110235
69506,-0.868732,0.49511,0.0130531,0.394587,83222.4,116061
69507,0.791829,-0.426708,0.436952,0.727717,76524.5,132213
69508,0.254894,0.852692,-0.45601,0.837582,49411.1,90796.9
69509,0.44037,-0.537137,-0.719415,0.773711,54214.6,96161
69510,-0.819868,-0.572074,0.0233762,0.400574,79194.5,110918
69511,-0.756233,-0.360104,0.546294,0.401636,73298.4,102738
69512,0.477604,-0.4594,0.748896,0.763077,55502.4,97855
69513,-0.406737,-0.189949,-0.89358,0.497393,44368.5,66437.1
69514,0.603615,0.386487,-0.697335,0.746562,64686.9,112980
69515,-0.15899,-0.759012,0.631366,0.793877,37310.3,66930.1
69516,-0.323437,0.763569,0.558884,0.661965,53177,88378.2
69517,-0.581041,-0.0321983,0.813237,0.390286,53472.6,74342.2
69518,0.83904,0.31657,0.442488,0.721156,78883.9,135772
69519,-0.609019,0.349329,0.712085,0.452665,64475.7,93661.6
69520,0.380154,0.0305947,0.924417,0.748681,38596.3,67492.6
69521,0.191086,-0.830512,0.523199,0.851589,40644,75256
69522,0.179325,-0.944688,0.274605,0.856766,40494.6,75188.9
69523,-0.355612,-0.911129,-0.208288,0.625683,52952.9,86084.6
69524,0.952798,-0.0358393,-0.301483,0.695128,77907.7,132063
69525,0.295297,-0.518855,0.80224,0.803846,43237.7,77994.2
69526,-0.370817,0.904849,0.209148,0.637044,58126.7,95156
69527,-0.536898,0.84085,0.0686362,0.54014,68033.8,104782
69528,0.778088,-0.278316,-0.563134,0.720303,72666.7,125009
69529,0.0703338,-0.675496,0.734001,0.901868,29072.4,55291.8
69530,-0.211504,0.185194,-0.959671,0.66593,30314,50500.9
69531,-0.791203,0.589096,-0.164207,0.431,81238.2,116252
69532,-0.977299,-0.012117,0.211517,0.296646,78888,102290
69533,-0.756081,0.514126,-0.40499,0.435317,78267.7,112339
69534,0.285355,0.471927,0.834181,0.808434,43677.7,78988.3
69535,0.56784,-0.164863,-0.80646,0.730135,55408,95863.4
69536,0.192713,-0.909862,0.36744,0.851865,41452.6,76764.6
69537,0.125476,0.917297,0.377918,0.883834,40637.5,76554.2
69538,0.690115,-0.529611,-0.493208,0.74196,71615.8,124752
69539,-0.853595,-0.445924,0.269308,0.386825,80745.3,111980
69540,0.0501285,0.913159,0.40451,0.914427,34856.1,66729.4
69541,0.751848,-0.422888,-0.505857,0.730836,73821.6,127773
69542,-0.745943,0.199645,0.635383,0.384592,70067.8,97015.3
69543,-0.819738,-0.103426,-0.563322,0.345687,71795.4,96614.1
69544,-0.866722,-0.372027,0.33225,0.375871,80433,110665
69545,-0.431954,0.190079,-0.881638,0.490415,47112.5,70217.2
69546,-0.25642,-0.0631041,-0.964503,0.587458,29926.5,47507.1
69547,-0.523757,-0.632677,-0.570437,0.513936,62120.7,94046.7
69548,0.233428,-0.679866,0.695193,0.831633,41590.7,76178.8
69549,0.981396,0.010743,-0.191694,0.690744,78619.1,132925
69550,-0.142598,-0.687504,-0.712042,0.806777,34786,62850.6
69551,-0.720098,0.000547627,0.693872,0.346986,62558.1,84264.9
69552,-0.291151,0.955988,0.0363148,0.693211,51915.8,87904.3
69553,0.634265,-0.713907,-0.296724,0.754508,70291.3,123327
69554,0.323699,0.919609,0.222571,0.81999,54852.4,99830.9
69555,0.59986,0.788356,-0.136608,0.767679,71719.5,126777
69556,-0.458153,-0.134249,0.878677,0.459517,46991.2,68584.5
69557,0.124201,0.0860184,0.988522,0.84403,20819.3,38391.5
69558,0.423291,-0.869488,-0.254588,0.789219,57423.4,102743
69559,-0.488232,-0.847759,-0.207208,0.544485,61741.5,95358.8
69560,0.0435508,-0.699191,-0.713608,0.914481,27300.9,52267
69561,0.193046,-0.227528,-0.954444,0.813916,28981.8,52570.6
69562,-0.214026,-0.475551,0.853255,0.707999,36311.5,62020
69563,-0.457391,0.888741,-0.0305289,0.580943,62895.7,99434.5
69564,-0.856634,0.25507,-0.448461,0.369925,78746.3,107876
69565,-0.131297,0.701521,0.70045,0.828933,37443.5,68481.7
69566,-0.3422,-0.924393,0.168511,0.634906,51926.4,84894.8
69567,0.7794,-0.510698,0.362937,0.732562,77058.8,133509
69568,0.648599,0.484433,-0.587064,0.748957,70210.5,122795
69569,-0.867166,-0.0481583,0.495685,0.32804,73610.9,97758.2
69570,-0.673467,0.725501,-0.141741,0.479873,75901.5,112325
69571,0.309689,-0.950371,-0.0298036,0.814779,48707.2,88392.8
69572,-0.813391,0.42822,-0.393729,0.408124,80090.9,112778
69573,-0.283411,0.725246,-0.627453,0.68836,49378.2,83368.2
69574,0.679092,-0.588174,0.439187,0.745777,71858.1,125448
69575,0.434027,-0.747193,0.503311,0.785229,57325.2,102339
69576,0.489705,-0.650749,0.580271,0.772192,59877.2,106114
69577,-0.708439,-0.399211,0.582018,0.419803,70851.4,100595
69578,-0.983204,0.0605641,0.172168,0.304745,80523.4,105063
69579,0.2841,-0.66148,-0.694069,0.815045,44965.3,81614.1
69580,0.311321,-0.279531,-0.908263,0.780064,39157.9,69703.6
69581,0.133614,-0.948646,0.286736,0.875499,37129.1,69635.7
69582,0.271547,-0.870314,-0.410872,0.825568,46914.6,85645.7
69583,0.39939,-0.550266,0.733277,0.782183,51576.7,91919.1
69584,0.803056,-0.0722989,-0.591501,0.707435,69598.8,118835
69585,0.413844,0.677569,0.607975,0.793331,57945.2,103915
69586,-0.113658,-0.583822,-0.803886,0.832022,30645.2,56142.7
69587,-0.479901,0.470209,-0.740674,0.526563,58103.5,88698.8
69588,0.178985,-0.342022,-0.922489,0.829596,30535.1,55866.9
69589,-0.691814,-0.22198,-0.687109,0.394372,65824.5,91783.8
69590,-0.0992987,-0.821176,0.561969,0.859517,33610.4,62499.1
69591,0.947458,0.169878,0.271044,0.702794,81465,138718
69592,-0.100595,-0.821985,0.560554,0.858212,33720.6,62660.1
69593,0.777264,-0.268638,-0.568941,0.719773,72404.5,124519
69594,0.524896,-0.306989,0.793878,0.745643,55694.5,97222.8
69595,-0.921585,-0.377859,-0.0888997,0.357957,82777.2,112408
69596,0.937157,0.326557,-0.12287,0.712094,84072.7,143940
69597,0.632697,0.0869894,0.769498,0.721388,58684.4,101019
69598,-0.109504,-0.581374,0.806234,0.836962,30398.3,55840.6
69599,-0.275482,0.313773,-0.908656,0.629838,38771,63190.4
69600,-0.688354,-0.460852,-0.560165,0.43352,70574.2,101170
69601,-0.151316,-0.350874,-0.924116,0.761479,28675.5,50511.3
69602,-0.69918,0.244268,0.671922,0.40509,68052,95619.2
69603,0.791039,-0.379732,-0.479647,0.72519,75559.5,130355
69604,0.731166,-0.487069,0.477661,0.736152,73677.4,127915
69605,0.963568,-0.088308,-0.252465,0.6962,79672.9,135141
69606,-0.251589,0.782758,0.569204,0.72036,48200.1,82921.6
69607,-0.268205,0.904381,-0.331904,0.713228,51063,87482.7
69608,-0.497783,-0.866291,0.0418648,0.536065,61569.2,94574.3
69609,0.538776,-0.518994,-0.6636,0.758171,60966.2,107189
69610,-0.0288493,0.679002,0.733569,0.916314,29006.5,55585.6
69611,-0.809403,-0.0208217,0.586884,0.33392,69163.6,92258.6
69612,-0.307793,0.935004,-0.176154,0.681827,53772.1,90435.4
69613,-0.121858,0.870843,-0.476218,0.845775,39784.8,73433.8
69614,-0.541494,0.544138,0.640857,0.51213,64413.8,97402
69615,0.0810809,0.96993,0.22948,0.902178,37470.3,71275.2
69616,-0.330645,-0.676145,0.658409,0.63034,48909.4,79739
69617,-0.986361,0.0270695,-0.162354,0.296996,79655.3,103313
69618,-0.368357,-0.0436762,0.928658,0.491342,38058.3,56757.9
69619,0.269872,-0.734165,0.623033,0.82257,45201.2,82382.4
69620,0.0244885,-0.724286,0.689065,0.920829,26348.4,50610.8
69621,0.88329,-0.278359,-0.377248,0.712197,79310.6,135795
69622,-0.59182,-0.774596,0.223049,0.494939,68177.3,101921
69623,-0.0471316,-0.48183,0.874996,0.897084,23552.1,44680.3
69624,-0.264381,0.0108482,0.964357,0.568961,29411.6,46145.7
69625,0.761436,-0.641843,0.0908442,0.737416,76655.1,133182
69626,0.719443,0.0289848,-0.693946,0.711187,62960.8,107738
69627,0.194789,0.4182,0.887224,0.833494,35445,64988.2
69628,-0.57353,0.168069,-0.801758,0.42458,56892.5,81047.9
69629,-0.586261,0.783909,0.204415,0.518435,71370.6,108372
69630,0.221688,-0.918558,-0.32727,0.841529,43542.1,80184
69631,0.0593055,0.72926,0.681662,0.909582,32436.8,61940.8
69632,0.439934,0.0292417,-0.897554,0.738011,42858.3,74488.2
69633,-0.230121,0.655951,-0.718869,0.7268,43885.2,75780.9
69634,0.611846,-0.668813,-0.422296,0.756206,68453.3,120218
69635,-0.623131,0.546601,-0.559405,0.481044,70111.7,103839
69636,-0.194535,0.0502701,-0.979607,0.65905,25094.5,41633.1
69637,-0.64806,-0.705047,-0.287971,0.470452,71335.5,104895
69638,-0.764282,0.496805,0.411167,0.431131,78505.7,112352
69639,-0.529131,-0.776122,-0.343009,0.523296,64276.3,97911.8
69640,0.154382,0.664315,0.731335,0.865671,38341.1,71531.8
69641,-0.580538,0.199446,0.789429,0.43038,58400.9,83535.5
69642,0.478048,0.0495306,0.876936,0.734912,46403.7,80506.3
69643,0.23463,-0.826892,-0.511075,0.836175,43771.6,80372.3
69644,-0.455738,-0.108294,-0.883502,0.45394,46047,66949.5
69645,0.0563439,0.909931,-0.410916,0.912206,35237.7,67381.8
69646,0.769727,0.619678,0.153361,0.742667,80085.1,139562
69647,-0.194566,0.976211,0.095682,0.777703,45450.6,80797.7
69648,-0.895442,-0.186105,-0.404411,0.343512,78504.1,105471
69649,-0.788472,0.609746,-0.0807542,0.431659,80936.9,115874
69650,-0.206808,-0.462498,-0.862163,0.713026,35357.8,60568.9
69651,0.630705,-0.339988,0.697581,0.736763,63972.2,111105
69652,0.738026,-0.67194,-0.0617647,0.740473,75334.2,131117
69653,-0.605504,0.123322,0.78623,0.405215,58045.8,81566.8
69654,0.911781,0.227894,0.341643,0.709457,81030.9,138519
69655,-0.625111,0.457267,0.632569,0.466968,68297.8,100191
69656,-0.296612,-0.953102,-0.060144,0.668198,48134.7,80298.1
69657,-0.996049,0.0669828,-0.0583108,0.298912,80733.8,104866
69658,0.446404,-0.109803,0.888069,0.74158,45341.7,78966.1
69659,-0.536549,-0.328424,-0.777337,0.463032,57112.8,83557.8
69660,-0.292878,0.930608,0.219523,0.693735,52869.5,89547
69661,-0.387596,0.37031,0.84418,0.558658,48856.6,76150.7
69662,0.883786,-0.0815415,0.460731,0.702652,75102.7,127874
69663,0.983119,-0.170349,0.0667635,0.696779,81730.3,138678
69664,-0.200701,-0.524433,0.827459,0.728416,36290.2,62724.6
69665,-0.560893,0.0729327,-0.824669,0.406998,53234.6,74900.9
69666,-0.720436,0.179989,-0.669758,0.38578,67669.1,93774.5
69667,-0.870281,-0.29878,0.391589,0.365856,79354.8,108387
69668,0.60145,-0.23353,-0.764017,0.731678,59426.9,102908
69669,-0.866183,0.375514,0.329722,0.387228,82159.9,113974
69670,-0.685199,-0.447721,-0.574499,0.432637,70112.7,100446
69671,0.160011,0.419151,0.893705,0.847902,32812.5,60634.3
69672,-0.908024,-0.0544635,-0.415362,0.320542,76224.7,100658
69673,-0.10867,-0.617495,0.779032,0.840359,31020.1,57088.1
69674,0.958036,0.106066,-0.266302,0.698429,80292.1,136370
69675,-0.997481,-0.00434602,-0.0708036,0.285741,79049.6,101637
69676,0.367663,0.731043,0.574805,0.805155,55658.5,100472
69677,0.319056,0.791165,-0.521787,0.818547,53131.9,96622.9
69678,0.122273,0.624301,-0.771555,0.877566,34860.1,65452.2
69679,-0.106695,-0.758116,0.643332,0.849811,33283.7,61568.5
69680,0.591487,0.772962,-0.229505,0.768818,71390.2,126276
